transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud
1423,194,99.23809767,QR,Food,DE,22,0.1590644578,0.1389549414,0
2254,824,190.5151305,QR,Travel,TR,18,0.2332580674,0.06043244844,0
1640,649,128.3093468,ATM,Food,DE,18,0.02029815721,0.2349969983,0
7264,52,184.9006581,ATM,Food,DE,16,0.2839151467,0.1594095216,0
9223,554,116.5894016,POS,Food,DE,7,0.1900830097,0.1373201316,0
9507,706,2705.98569,QR,Electronics,FR,10,0.7666914162,0.8031706038,1
6208,457,91.64444361,ATM,Grocery,UK,11,0.05895375138,0.1892548631,0
9248,355,95.67712897,POS,Food,US,15,0.03784444674,0.1888138537,0
1004,140,28.79387942,Online,Travel,TR,8,0.1389189828,0.1447030846,0
4876,773,80.66033311,ATM,Food,FR,13,0.2873580502,0.1709294329,0
1049,777,147.6379845,POS,Clothing,DE,12,0.1275843972,0.2647858681,0
7330,393,11.07323654,POS,Clothing,UK,16,0.1705884985,0.08446080279,0
5266,3,168.7527246,Online,Food,TR,11,0.0276605678,0.204280455,0
6209,546,135.1096456,POS,Food,DE,6,0.1423762917,0.1641147555,0
1515,193,124.6584917,ATM,Travel,TR,8,0.02566014631,0.1462111827,0
4154,221,141.2335197,QR,Travel,TR,19,0.2892007545,0.1568061163,0
1078,833,56.93184735,POS,Food,UK,16,0.1599881115,0.1584369323,0
4650,511,141.425154,POS,Clothing,DE,21,0.02256374706,0.1134523061,0
4181,730,170.6530422,ATM,Clothing,FR,12,0.1978830378,0.2126288078,0
8490,752,186.9073379,POS,Clothing,US,8,0.03672589971,0.2071210142,0
4305,481,88.35448963,POS,Travel,TR,17,0.01908763876,0.2648651821,0
2148,184,166.9388985,POS,Travel,UK,18,0.02494480582,0.1088704738,0
6610,49,120.9775221,POS,Travel,DE,15,0.2064157886,0.1143649604,0
4346,131,99.22645776,ATM,Travel,US,9,0.1953801579,0.06438752189,0
2021,375,149.3041946,Online,Food,UK,16,0.1268871831,0.1378097045,0
6992,603,96.03369018,ATM,Travel,TR,19,0.2238354949,0.1751550914,0
7122,951,126.7253774,QR,Food,US,11,0.1590983573,0.0212916552,0
8520,667,152.332418,Online,Travel,TR,10,0.05630783422,0.1462687928,0
7995,854,96.40617352,ATM,Travel,FR,6,0.02540303094,0.05252183487,0
4436,966,202.5787161,Online,Food,DE,20,0.1411092322,0.1146009979,0
5807,366,22.28109604,POS,Travel,FR,11,0.2986620431,0.07155889593,0
2714,92,147.0233504,Online,Grocery,TR,6,0.200674639,0.1075732059,0
9984,63,2995.346498,ATM,Grocery,NG,11,0.8636356015,0.8870338382,1
7375,234,167.0860144,Online,Clothing,US,10,0.08320322168,0.1026452154,0
251,809,141.2977078,Online,Food,UK,22,0.1077652446,0.05657583122,0
9820,840,10,Online,Travel,DE,18,0.7457403542,0.9018426586,1
9929,735,2400.732779,QR,Food,NG,15,0.985201597,0.9825089942,1
3481,657,80.7687912,ATM,Electronics,UK,11,0.1506688915,0.2967642337,0
9701,64,1489.051311,Online,Food,US,14,0.7855839745,0.7007343621,1
3952,44,92.19931703,POS,Travel,UK,8,0.03395787822,0.2673053263,0
7112,904,41.18853738,Online,Clothing,FR,7,0.2825878408,0.1333751036,0
3741,708,103.1416786,POS,Electronics,DE,20,0.00240219035,0.1944238233,0
5296,433,151.1380278,QR,Food,TR,19,0.04972715789,0.151297033,0
9795,537,22.16842906,ATM,Clothing,US,4,0.9900607647,0.9207362301,1
1956,267,93.92401609,ATM,Grocery,US,6,0.02509924127,0.04833467914,0
8908,282,10.35247114,POS,Electronics,US,13,0.2484163259,0.06144795188,0
5878,69,167.4721253,Online,Food,FR,22,0.2778528033,0.1759721278,0
6637,662,70.38097698,POS,Food,US,7,0.2100279571,0.2207941815,0
2984,414,64.23687403,QR,Clothing,FR,10,0.07173444825,0.0890983777,0
5182,709,90.01681629,ATM,Food,TR,20,0.03531235125,0.1662214362,0
6129,215,74.0566416,Online,Grocery,TR,18,0.1702594957,0.1705658477,0
4067,593,102.3517182,ATM,Grocery,UK,19,0.09807632316,0.135283766,0
4006,66,177.8052219,ATM,Electronics,US,18,0.2228297712,0.2071961915,0
5227,311,27.76704142,POS,Travel,FR,10,0.1603283007,0.1612914189,0
4087,216,1,Online,Grocery,DE,7,0.2364570952,0.01981156256,0
5935,791,88.52199135,Online,Clothing,TR,12,0.1117499459,0.2410369884,0
1051,344,56.41126295,QR,Grocery,TR,9,0.2242612104,0.228704911,0
4121,547,137.5811981,POS,Travel,TR,19,0.2272238937,0.1448455172,0
2322,667,111.5030202,Online,Clothing,TR,22,0.2805138791,0.1660993436,0
1278,206,3.565928257,ATM,Clothing,FR,10,0.2235609154,0.238608516,0
2009,35,125.4156478,QR,Food,US,17,0.1813931507,0.1020386326,0
2262,842,171.0309146,ATM,Grocery,DE,6,0.205091456,0.1617991557,0
239,784,65.40343388,Online,Electronics,FR,7,0.2373464317,0.06161816602,0
3199,846,1,ATM,Electronics,US,21,0.05031776128,0.07809253301,0
5197,486,36.85773751,QR,Grocery,TR,13,0.1319638267,0.05348352884,0
2889,781,128.698835,Online,Electronics,US,14,0.2881095386,0.09487204276,0
5434,690,64.0483202,ATM,Travel,TR,7,0.06215789598,0.09686680931,0
2581,508,19.30044365,Online,Electronics,DE,8,0.21710938,0.1665712522,0
8204,891,25.70833802,Online,Electronics,US,11,0.09871197293,0.004056716383,0
5352,473,176.675042,Online,Food,US,15,0.0046139563,0.1206243448,0
5148,203,184.8395549,Online,Electronics,UK,15,0.1641499154,0.05582786298,0
2879,803,107.8329416,POS,Food,DE,12,0.197355681,0.2511334905,0
6626,973,158.6614546,POS,Clothing,DE,18,0.279541581,0.212505513,0
9728,572,10,ATM,Clothing,US,16,0.8494823441,0.7982471023,1
814,660,64.69356939,QR,Grocery,TR,11,0.1351664745,0.1261274378,0
8226,896,102.426957,POS,Food,DE,15,0.06179436207,0.2694964755,0
8156,540,134.5592079,POS,Travel,UK,6,0.2803769488,0.04364908305,0
4812,139,109.5365363,POS,Food,FR,11,0.02721029651,0.2905077846,0
7788,627,148.3270207,POS,Electronics,UK,14,0.05430382215,0.03218157875,0
7343,773,111.9219922,QR,Clothing,US,8,0.1804850157,0.03892982604,0
4026,507,91.06998353,QR,Electronics,UK,23,0.08996106219,0.1642438956,0
316,117,101.6127115,ATM,Grocery,TR,23,0.1650491481,0.02325537331,0
5012,241,92.99094032,POS,Clothing,US,17,0.2128861474,0.1860235807,0
8314,441,65.07234753,QR,Grocery,UK,12,0.04464713784,0.2939397391,0
1635,954,14.23573913,QR,Clothing,FR,22,0.1016802498,0.2438075993,0
2906,20,105.9007982,POS,Food,FR,22,0.010858456,0.1605139233,0
7826,127,77.82567805,Online,Electronics,UK,10,0.0438169806,0.2375198381,0
1848,510,110.9382368,QR,Travel,UK,17,0.02661360994,0.1034714963,0
6186,762,65.06515324,Online,Clothing,US,21,0.1714951478,0.07975366691,0
4474,886,98.10501689,ATM,Electronics,TR,18,0.1639199852,0.1681760329,0
560,570,162.855139,POS,Clothing,FR,7,0.008645438362,0.2214786846,0
4685,93,48.21486611,QR,Food,UK,19,0.2529130724,0.04728552204,0
9500,438,1927.704051,POS,Grocery,NG,21,0.9961891088,0.7991851195,1
2985,338,102.7705628,Online,Clothing,UK,23,0.04638440635,0.1057910792,0
4996,128,77.20586323,Online,Electronics,TR,17,0.06093550446,0.2078098279,0
4499,679,23.01702905,Online,Grocery,TR,12,0.07827568258,0.1890734088,0
383,518,148.695256,QR,Grocery,TR,10,0.01069878028,0.0668646406,0
7817,343,135.6798744,ATM,Travel,US,23,0.1373413315,0.1720813432,0
9345,600,128.1405485,ATM,Travel,US,18,0.005139326307,0.1764152072,0
9211,601,86.7763108,Online,Clothing,TR,10,0.09721503954,0.08999584289,0
1041,467,84.62216324,QR,Clothing,US,11,0.2545209665,0.1071545847,0
8650,76,51.18303404,QR,Electronics,FR,14,0.08314124534,0.1800691477,0
3464,177,40.999256,POS,Travel,UK,10,0.2534583683,0.2312359856,0
6571,537,107.2179144,POS,Food,DE,10,0.09211131112,0.1921155106,0
3567,682,71.38563137,POS,Food,US,10,0.2535253058,0.1476020089,0
2597,25,33.75419903,POS,Clothing,DE,7,0.02697770922,0.0889808294,0
2858,878,163.7562202,QR,Food,FR,8,0.2166042697,0.1892767286,0
4107,721,36.31285573,Online,Food,TR,13,0.1375336232,0.02797891037,0
4195,483,161.7084929,QR,Electronics,UK,23,0.2686641253,0.002160039769,0
4821,747,31.58753775,Online,Electronics,TR,19,0.06882266082,0.06118171988,0
6518,947,73.39353113,POS,Electronics,US,20,0.294034893,0.0850055505,0
4603,179,38.74082507,POS,Travel,FR,13,0.2781387104,0.1071695186,0
5156,782,177.5718883,Online,Electronics,TR,22,0.08908116863,0.03426171553,0
7602,880,96.2958669,ATM,Grocery,DE,7,0.05244387421,0.2378377483,0
9307,63,143.7802465,Online,Clothing,FR,12,0.1833455727,0.2925174578,0
9575,622,1110.128547,ATM,Electronics,US,4,0.9758575877,0.834083675,1
2344,569,101.9351147,QR,Electronics,TR,10,0.2995297515,0.1653558611,0
2379,183,103.2269032,ATM,Electronics,UK,11,0.05385539026,0.1862793074,0
3176,598,123.4118805,Online,Travel,US,20,0.2867446883,0.0164044463,0
7796,604,23.93701802,Online,Grocery,TR,13,0.2150193621,0.144717341,0
9138,110,111.0438113,Online,Clothing,FR,17,0.2892636614,0.04770105423,0
3299,210,99.46287267,ATM,Food,FR,23,0.1787169169,0.247865087,0
5656,199,182.6342732,QR,Clothing,DE,11,0.2341077488,0.2298207201,0
1781,767,81.49683577,ATM,Clothing,FR,10,0.03801805271,0.2776902031,0
8105,809,149.549809,QR,Grocery,DE,12,0.1961928442,0.2801284455,0
688,660,129.5002381,ATM,Travel,TR,23,0.008673685961,0.2871517044,0
9119,684,104.9351984,QR,Food,TR,15,0.1593206598,0.01675804889,0
2963,953,56.01805336,POS,Clothing,DE,7,0.1642569013,0.2900885703,0
4977,873,95.1309497,QR,Electronics,DE,19,0.07480597324,0.2745115574,0
842,868,111.5628874,POS,Clothing,TR,21,0.1535900773,0.08087623431,0
5231,877,186.939918,Online,Food,US,22,0.04450388273,0.05423607555,0
71,684,88.56324869,POS,Clothing,US,9,0.1876929833,0.2528514403,0
4538,339,1,ATM,Clothing,TR,10,0.2148537986,0.005978735608,0
6903,59,29.84994665,QR,Electronics,FR,16,0.1664083867,0.1786031328,0
6091,301,81.14933585,QR,Electronics,UK,10,0.06112913674,0.1812589971,0
1077,366,72.25003059,POS,Clothing,UK,10,0.2441093144,0.2712736489,0
9754,616,1094.091909,ATM,Electronics,TR,9,0.9962314778,0.8968234201,1
8773,486,93.83509768,ATM,Food,UK,23,0.1212439915,0.02680882825,0
3702,24,118.6083381,POS,Clothing,DE,17,0.06754721293,0.1518293947,0
5176,354,91.22143954,Online,Grocery,DE,22,0.05428101462,0.2461808779,0
8888,256,115.0329724,POS,Travel,FR,18,0.05881283473,0.2569814642,0
6462,641,49.9595403,Online,Grocery,DE,6,0.04089189585,0.2175407456,0
3102,59,26.85580311,ATM,Food,FR,10,0.09162356538,0.09636092429,0
7899,960,7.678917047,POS,Travel,DE,22,0.02049674867,0.09050747924,0
2052,824,75.47381737,QR,Food,DE,14,0.0828862437,0.09309719245,0
6723,214,101.3414765,POS,Electronics,US,8,0.07678637714,0.2212067239,0
7907,438,89.86601625,QR,Clothing,DE,19,0.1387772195,0.2397810943,0
434,433,1,Online,Grocery,TR,20,0.2054392727,0.03557111089,0
3457,426,137.0582524,QR,Food,TR,15,0.2515917999,0.02408183051,0
987,887,65.10853559,Online,Electronics,US,16,0.2966184738,0.1670549051,0
5612,364,97.61459217,QR,Food,FR,9,0.1648819191,0.2750318104,0
8510,680,64.49704717,Online,Food,DE,6,0.02833864635,0.2048014329,0
4819,893,6.414244014,POS,Clothing,DE,18,0.2903279811,0.1462116571,0
1122,880,75.22539277,Online,Food,UK,6,0.1874851641,0.2634949194,0
4955,636,95.93071529,POS,Electronics,TR,14,0.1370541204,0.2842054412,0
6092,30,59.84100271,Online,Clothing,TR,15,0.02577871209,0.1794074515,0
9200,243,47.92667775,ATM,Electronics,TR,6,0.2237061724,0.1573466191,0
4352,58,106.5524582,POS,Electronics,TR,14,0.06898835559,0.01627949515,0
5596,610,97.39946096,Online,Clothing,UK,20,0.2815414121,0.03859332535,0
2422,139,129.2769129,QR,Food,DE,15,0.2297548616,0.05916337614,0
29,326,82.43639814,ATM,Travel,FR,6,0.1784757236,0.1950065195,0
804,378,54.31033242,QR,Food,TR,18,0.1360716434,0.01386062274,0
4614,125,64.17635495,Online,Clothing,US,13,0.1488837599,0.1431553729,0
2965,988,131.7626532,POS,Grocery,TR,9,0.06594770123,0.1650233863,0
5276,419,44.76662261,ATM,Electronics,UK,17,0.112567139,0.09284931879,0
9036,918,164.8615177,QR,Food,US,10,0.01582788776,0.1067481151,0
5723,313,21.08548119,ATM,Clothing,FR,17,0.1553045098,0.2810482072,0
5247,567,131.2045092,Online,Grocery,TR,12,0.08000891426,0.2105190244,0
5774,868,167.9859228,Online,Clothing,TR,17,0.2665877903,0.2526012481,0
5491,693,55.62922912,Online,Electronics,US,19,0.2348742768,0.1615612501,0
3343,327,93.4489949,Online,Clothing,UK,7,0.117977597,0.2610265924,0
9478,503,143.9648263,QR,Food,UK,12,0.1484973555,0.1444308541,0
1433,757,114.4125789,Online,Grocery,FR,6,0.1445148308,0.01905304097,0
2698,732,50.09480445,QR,Electronics,US,12,0.1656057656,0.2536399433,0
5858,808,55.15591893,POS,Travel,DE,23,0.137868413,0.1624027802,0
9347,792,128.2150676,Online,Travel,DE,9,0.2879626055,0.1365230085,0
7584,391,141.477461,ATM,Food,FR,18,0.2066160351,0.1096489227,0
7243,304,110.8588186,Online,Clothing,UK,10,0.009356268645,0.1219302734,0
6405,721,121.7311204,ATM,Clothing,UK,20,0.04115083333,0.2705676491,0
5642,821,38.25581863,POS,Grocery,DE,7,0.1836702677,0.2192222568,0
7209,312,58.82829525,QR,Electronics,TR,8,0.1114968383,0.09835949296,0
8989,294,67.70937736,ATM,Food,DE,15,0.03578420792,0.0840672315,0
7730,218,122.0460855,ATM,Grocery,US,21,0.1572145176,0.1484465091,0
9566,461,3444.773786,ATM,Clothing,FR,4,0.7823408061,0.9278837373,1
9369,443,109.4888807,Online,Travel,US,17,0.1396593582,0.1782079752,0
912,700,170.6190336,Online,Food,TR,18,0.2180107395,0.1321574348,0
4443,610,158.9150722,QR,Electronics,TR,11,0.1415270806,0.02208376323,0
6745,598,87.64241713,POS,Grocery,DE,6,0.2117893074,0.2858340366,0
8249,504,172.207166,Online,Grocery,TR,9,0.140750182,0.1125275766,0
1844,644,100.659013,QR,Clothing,DE,19,0.2066239939,0.2946199872,0
6080,485,126.0837325,POS,Travel,US,9,0.1170587101,0.203003933,0
3461,512,80.72381478,POS,Clothing,UK,23,0.151429496,0.1367609489,0
4284,339,84.82803064,QR,Grocery,UK,19,0.2958797212,0.08440919707,0
2738,95,65.02695632,ATM,Food,TR,22,0.09234845636,0.2214569269,0
5162,819,88.40379989,POS,Food,FR,14,0.2866640462,0.2581104003,0
6042,235,141.7458674,POS,Electronics,DE,17,0.01969455184,0.002884969582,0
5953,737,242.2938725,ATM,Food,FR,6,0.09906056463,0.273639633,0
7395,436,160.2233604,Online,Clothing,FR,16,0.2892873999,0.2321432053,0
3183,555,105.7726733,ATM,Travel,UK,11,0.077601253,0.05818475301,0
9091,537,59.0823769,ATM,Travel,DE,10,0.2771806291,0.06569391066,0
8126,640,129.0209878,Online,Grocery,TR,12,0.1289858926,0.2524167666,0
1068,19,60.76623062,QR,Food,FR,17,0.2510394874,0.2571196676,0
909,800,129.6018413,Online,Food,UK,14,0.2292955235,0.1779467197,0
6124,504,21.10967974,QR,Grocery,US,8,0.02398107542,0.120239069,0
5408,364,173.6451623,ATM,Grocery,US,21,0.1751887388,0.1537777733,0
3921,428,238.1342266,Online,Grocery,US,10,0.2282005433,0.2869512514,0
3198,205,60.2727096,ATM,Food,TR,19,0.04788708998,0.1867168773,0
3558,769,98.57096242,POS,Clothing,US,12,0.1788291199,0.2914443743,0
6786,605,99.73661117,ATM,Electronics,TR,21,0.287504821,0.1886783822,0
3989,246,150.6833543,ATM,Travel,US,6,0.1388009012,0.1878470699,0
9982,802,10,ATM,Food,FR,4,0.9906954002,0.8981764777,1
582,38,117.9824579,POS,Electronics,UK,21,0.2082269539,0.03358890653,0
6897,304,137.1681781,ATM,Clothing,FR,18,0.2388500218,0.272482218,0
8947,14,121.1305787,Online,Travel,TR,18,0.232935355,0.0931034079,0
1773,919,1,ATM,Food,DE,8,0.0189770094,0.1857748095,0
7516,239,54.45409682,ATM,Clothing,DE,9,0.001137344602,0.2521111218,0
3896,901,121.4163707,Online,Electronics,US,10,0.2211056134,0.05768649441,0
473,558,149.3867551,ATM,Grocery,TR,21,0.1297513988,0.1057750545,0
6488,70,105.2184391,QR,Grocery,US,20,0.1953464659,0.2665558497,0
9050,802,90.66760311,POS,Electronics,TR,17,0.1956734308,0.2803861116,0
9441,949,94.22585518,ATM,Food,DE,19,0.05720171615,0.186479072,0
6341,296,101.5436592,Online,Food,US,22,0.1717739118,0.03970663569,0
8398,519,17.69018498,ATM,Electronics,UK,18,0.2174141511,0.01802412478,0
6248,6,155.0869825,QR,Food,DE,16,0.07351464537,0.1313993476,0
6105,83,118.7595008,POS,Grocery,US,18,0.1564005737,0.03520539053,0
1521,750,44.1567014,QR,Travel,US,15,0.1225363248,0.08270563345,0
4697,912,114.482676,Online,Clothing,UK,15,0.08249401703,0.06687189785,0
2250,383,121.7468527,QR,Travel,FR,12,0.09572572954,0.03203534301,0
9434,758,64.19157418,Online,Travel,FR,11,0.171712895,0.1552738751,0
1469,764,108.4622702,POS,Clothing,US,16,0.03786275896,0.1629679945,0
2441,725,143.4105809,ATM,Electronics,US,20,0.01168292962,0.2461025408,0
6471,351,138.9286449,ATM,Grocery,US,17,0.1429386731,0.2518160675,0
6368,928,65.22396424,Online,Electronics,TR,13,0.1672803622,0.06132610706,0
9101,698,79.27269429,POS,Clothing,DE,23,0.03964688576,0.1039383601,0
9060,782,92.17518047,QR,Electronics,UK,12,0.1231605769,0.1692754649,0
7524,374,109.4823699,Online,Electronics,DE,8,0.2656749746,0.0622490446,0
4328,341,127.7723091,QR,Clothing,TR,19,0.0358476731,0.2234347821,0
2990,186,118.0095639,Online,Electronics,FR,14,0.1346171348,0.1830183531,0
9932,473,2186.584742,QR,Food,NG,0,0.8553959543,0.8001883301,1
6048,122,52.83786187,QR,Electronics,UK,21,0.2698286949,0.1332371879,0
